community_name_join,year,crime_type,crime_count,population_2019,sector,comm_structure,crime_rate_per_1000
vista heights,2024,Assault (Non-domestic),7,2370.0,NORTHEAST,1960s/1970s,2.9535864978902953
vista heights,2024,Break & Enter - Commercial,3,2370.0,NORTHEAST,1960s/1970s,1.2658227848101267
vista heights,2024,Break & Enter - Dwelling,3,2370.0,NORTHEAST,1960s/1970s,1.2658227848101267
vista heights,2024,Break & Enter - Other Premises,1,2370.0,NORTHEAST,1960s/1970s,0.4219409282700422
vista heights,2024,Commercial Robbery,2,2370.0,NORTHEAST,1960s/1970s,0.8438818565400844
vista heights,2024,Street Robbery,3,2370.0,NORTHEAST,1960s/1970s,1.2658227848101267
vista heights,2024,Theft FROM Vehicle,22,2370.0,NORTHEAST,1960s/1970s,9.282700421940929
vista heights,2024,Theft OF Vehicle,17,2370.0,NORTHEAST,1960s/1970s,7.172995780590718
vista heights,2024,Violence  'Other' (Non-domestic),5,2370.0,NORTHEAST,1960s/1970s,2.109704641350211
walden,2018,Assault (Non-domestic),3,6228.0,SOUTH,BUILDING OUT,0.4816955684007707
walden,2018,Break & Enter - Commercial,18,6228.0,SOUTH,BUILDING OUT,2.890173410404624
walden,2018,Break & Enter - Dwelling,11,6228.0,SOUTH,BUILDING OUT,1.7662170841361593
walden,2018,Break & Enter - Other Premises,9,6228.0,SOUTH,BUILDING OUT,1.445086705202312
walden,2018,Theft FROM Vehicle,23,6228.0,SOUTH,BUILDING OUT,3.692999357739242
walden,2018,Theft OF Vehicle,11,6228.0,SOUTH,BUILDING OUT,1.7662170841361593
walden,2018,Violence  'Other' (Non-domestic),3,6228.0,SOUTH,BUILDING OUT,0.4816955684007707
walden,2019,Assault (Non-domestic),4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2019,Break & Enter - Commercial,19,6228.0,SOUTH,BUILDING OUT,3.050738599871548
walden,2019,Break & Enter - Dwelling,8,6228.0,SOUTH,BUILDING OUT,1.2845215157353884
walden,2019,Break & Enter - Other Premises,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2019,Commercial Robbery,3,6228.0,SOUTH,BUILDING OUT,0.4816955684007707
walden,2019,Street Robbery,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2019,Theft FROM Vehicle,17,6228.0,SOUTH,BUILDING OUT,2.7296082209377004
walden,2019,Theft OF Vehicle,13,6228.0,SOUTH,BUILDING OUT,2.0873474630700066
walden,2019,Violence  'Other' (Non-domestic),5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2020,Assault (Non-domestic),4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2020,Break & Enter - Commercial,3,6228.0,SOUTH,BUILDING OUT,0.4816955684007707
walden,2020,Break & Enter - Dwelling,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2020,Break & Enter - Other Premises,5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2020,Theft FROM Vehicle,18,6228.0,SOUTH,BUILDING OUT,2.890173410404624
walden,2020,Theft OF Vehicle,5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2020,Violence  'Other' (Non-domestic),4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2021,Assault (Non-domestic),8,6228.0,SOUTH,BUILDING OUT,1.2845215157353884
walden,2021,Break & Enter - Commercial,6,6228.0,SOUTH,BUILDING OUT,0.9633911368015414
walden,2021,Break & Enter - Dwelling,4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2021,Break & Enter - Other Premises,3,6228.0,SOUTH,BUILDING OUT,0.4816955684007707
walden,2021,Commercial Robbery,1,6228.0,SOUTH,BUILDING OUT,0.16056518946692355
walden,2021,Street Robbery,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2021,Theft FROM Vehicle,16,6228.0,SOUTH,BUILDING OUT,2.569043031470777
walden,2021,Theft OF Vehicle,5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2021,Violence  'Other' (Non-domestic),1,6228.0,SOUTH,BUILDING OUT,0.16056518946692355
walden,2022,Assault (Non-domestic),2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2022,Break & Enter - Commercial,9,6228.0,SOUTH,BUILDING OUT,1.445086705202312
walden,2022,Break & Enter - Other Premises,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2022,Street Robbery,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2022,Theft FROM Vehicle,13,6228.0,SOUTH,BUILDING OUT,2.0873474630700066
walden,2022,Theft OF Vehicle,13,6228.0,SOUTH,BUILDING OUT,2.0873474630700066
walden,2022,Violence  'Other' (Non-domestic),7,6228.0,SOUTH,BUILDING OUT,1.1239563262684649
walden,2023,Assault (Non-domestic),9,6228.0,SOUTH,BUILDING OUT,1.445086705202312
walden,2023,Break & Enter - Commercial,12,6228.0,SOUTH,BUILDING OUT,1.9267822736030829
walden,2023,Break & Enter - Dwelling,6,6228.0,SOUTH,BUILDING OUT,0.9633911368015414
walden,2023,Break & Enter - Other Premises,5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2023,Street Robbery,2,6228.0,SOUTH,BUILDING OUT,0.3211303789338471
walden,2023,Theft FROM Vehicle,25,6228.0,SOUTH,BUILDING OUT,4.014129736673089
walden,2023,Theft OF Vehicle,19,6228.0,SOUTH,BUILDING OUT,3.050738599871548
walden,2023,Violence  'Other' (Non-domestic),4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2024,Assault (Non-domestic),9,6228.0,SOUTH,BUILDING OUT,1.445086705202312
walden,2024,Break & Enter - Commercial,4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2024,Break & Enter - Dwelling,5,6228.0,SOUTH,BUILDING OUT,0.8028259473346179
walden,2024,Break & Enter - Other Premises,4,6228.0,SOUTH,BUILDING OUT,0.6422607578676942
walden,2024,Commercial Robbery,1,6228.0,SOUTH,BUILDING OUT,0.16056518946692355
walden,2024,Street Robbery,1,6228.0,SOUTH,BUILDING OUT,0.16056518946692355
walden,2024,Theft FROM Vehicle,19,6228.0,SOUTH,BUILDING OUT,3.050738599871548
walden,2024,Theft OF Vehicle,8,6228.0,SOUTH,BUILDING OUT,1.2845215157353884
walden,2024,Violence  'Other' (Non-domestic),11,6228.0,SOUTH,BUILDING OUT,1.7662170841361593
west hillhurst,2018,Assault (Non-domestic),4,6447.0,CENTRE,INNER CITY,0.6204436171862883
west hillhurst,2018,Break & Enter - Commercial,18,6447.0,CENTRE,INNER CITY,2.791996277338297
west hillhurst,2018,Break & Enter - Dwelling,16,6447.0,CENTRE,INNER CITY,2.481774468745153
west hillhurst,2018,Break & Enter - Other Premises,63,6447.0,CENTRE,INNER CITY,9.771986970684038
west hillhurst,2018,Commercial Robbery,4,6447.0,CENTRE,INNER CITY,0.6204436171862883
west hillhurst,2018,Street Robbery,1,6447.0,CENTRE,INNER CITY,0.15511090429657207
west hillhurst,2018,Theft FROM Vehicle,83,6447.0,CENTRE,INNER CITY,12.87420505661548
west hillhurst,2018,Theft OF Vehicle,30,6447.0,CENTRE,INNER CITY,4.653327128897161
west hillhurst,2018,Violence  'Other' (Non-domestic),8,6447.0,CENTRE,INNER CITY,1.2408872343725765
west hillhurst,2019,Assault (Non-domestic),14,6447.0,CENTRE,INNER CITY,2.1715526601520088
west hillhurst,2019,Break & Enter - Commercial,26,6447.0,CENTRE,INNER CITY,4.032883511710874
west hillhurst,2019,Break & Enter - Dwelling,6,6447.0,CENTRE,INNER CITY,0.9306654257794323
west hillhurst,2019,Break & Enter - Other Premises,39,6447.0,CENTRE,INNER CITY,6.04932526756631
west hillhurst,2019,Street Robbery,2,6447.0,CENTRE,INNER CITY,0.31022180859314413
west hillhurst,2019,Theft FROM Vehicle,77,6447.0,CENTRE,INNER CITY,11.943539630836048
west hillhurst,2019,Theft OF Vehicle,32,6447.0,CENTRE,INNER CITY,4.963548937490306
west hillhurst,2019,Violence  'Other' (Non-domestic),6,6447.0,CENTRE,INNER CITY,0.9306654257794323
west hillhurst,2020,Assault (Non-domestic),11,6447.0,CENTRE,INNER CITY,1.7062199472622925
west hillhurst,2020,Break & Enter - Commercial,27,6447.0,CENTRE,INNER CITY,4.187994416007445
west hillhurst,2020,Break & Enter - Dwelling,4,6447.0,CENTRE,INNER CITY,0.6204436171862883
west hillhurst,2020,Break & Enter - Other Premises,83,6447.0,CENTRE,INNER CITY,12.87420505661548
west hillhurst,2020,Commercial Robbery,4,6447.0,CENTRE,INNER CITY,0.6204436171862883
west hillhurst,2020,Street Robbery,3,6447.0,CENTRE,INNER CITY,0.46533271288971617
west hillhurst,2020,Theft FROM Vehicle,74,6447.0,CENTRE,INNER CITY,11.47820691794633
west hillhurst,2020,Theft OF Vehicle,22,6447.0,CENTRE,INNER CITY,3.412439894524585
west hillhurst,2020,Violence  'Other' (Non-domestic),10,6447.0,CENTRE,INNER CITY,1.5511090429657206
west hillhurst,2021,Assault (Non-domestic),10,6447.0,CENTRE,INNER CITY,1.5511090429657206
west hillhurst,2021,Break & Enter - Commercial,24,6447.0,CENTRE,INNER CITY,3.7226617031177294
west hillhurst,2021,Break & Enter - Dwelling,13,6447.0,CENTRE,INNER CITY,2.016441755855437
west hillhurst,2021,Break & Enter - Other Premises,41,6447.0,CENTRE,INNER CITY,6.359547076159454
west hillhurst,2021,Commercial Robbery,3,6447.0,CENTRE,INNER CITY,0.46533271288971617
west hillhurst,2021,Street Robbery,1,6447.0,CENTRE,INNER CITY,0.15511090429657207
west hillhurst,2021,Theft FROM Vehicle,85,6447.0,CENTRE,INNER CITY,13.184426865208625
west hillhurst,2021,Theft OF Vehicle,17,6447.0,CENTRE,INNER CITY,2.636885373041725
west hillhurst,2021,Violence  'Other' (Non-domestic),13,6447.0,CENTRE,INNER CITY,2.016441755855437
west hillhurst,2022,Assault (Non-domestic),9,6447.0,CENTRE,INNER CITY,1.3959981386691485
west hillhurst,2022,Break & Enter - Commercial,35,6447.0,CENTRE,INNER CITY,5.4288816503800215
west hillhurst,2022,Break & Enter - Dwelling,11,6447.0,CENTRE,INNER CITY,1.7062199472622925
west hillhurst,2022,Break & Enter - Other Premises,47,6447.0,CENTRE,INNER CITY,7.290212501938886
west hillhurst,2022,Commercial Robbery,1,6447.0,CENTRE,INNER CITY,0.15511090429657207
west hillhurst,2022,Street Robbery,1,6447.0,CENTRE,INNER CITY,0.15511090429657207
west hillhurst,2022,Theft FROM Vehicle,65,6447.0,CENTRE,INNER CITY,10.082208779277183
west hillhurst,2022,Theft OF Vehicle,24,6447.0,CENTRE,INNER CITY,3.7226617031177294
west hillhurst,2022,Violence  'Other' (Non-domestic),7,6447.0,CENTRE,INNER CITY,1.0857763300760044
west hillhurst,2023,Assault (Non-domestic),8,6447.0,CENTRE,INNER CITY,1.2408872343725765
west hillhurst,2023,Break & Enter - Commercial,20,6447.0,CENTRE,INNER CITY,3.102218085931441
west hillhurst,2023,Break & Enter - Dwelling,7,6447.0,CENTRE,INNER CITY,1.0857763300760044
west hillhurst,2023,Break & Enter - Other Premises,19,6447.0,CENTRE,INNER CITY,2.947107181634869
west hillhurst,2023,Commercial Robbery,1,6447.0,CENTRE,INNER CITY,0.15511090429657207
west hillhurst,2023,Theft FROM Vehicle,53,6447.0,CENTRE,INNER CITY,8.220877927718318
west hillhurst,2023,Theft OF Vehicle,22,6447.0,CENTRE,INNER CITY,3.412439894524585
west hillhurst,2023,Violence  'Other' (Non-domestic),12,6447.0,CENTRE,INNER CITY,1.8613308515588647
west hillhurst,2024,Assault (Non-domestic),10,6447.0,CENTRE,INNER CITY,1.5511090429657206
west hillhurst,2024,Break & Enter - Commercial,18,6447.0,CENTRE,INNER CITY,2.791996277338297
west hillhurst,2024,Break & Enter - Dwelling,7,6447.0,CENTRE,INNER CITY,1.0857763300760044
west hillhurst,2024,Break & Enter - Other Premises,17,6447.0,CENTRE,INNER CITY,2.636885373041725
west hillhurst,2024,Commercial Robbery,2,6447.0,CENTRE,INNER CITY,0.31022180859314413
west hillhurst,2024,Theft FROM Vehicle,21,6447.0,CENTRE,INNER CITY,3.257328990228013
west hillhurst,2024,Theft OF Vehicle,5,6447.0,CENTRE,INNER CITY,0.7755545214828603
west hillhurst,2024,Violence  'Other' (Non-domestic),4,6447.0,CENTRE,INNER CITY,0.6204436171862883
west springs,2018,Assault (Non-domestic),2,10758.0,WEST,BUILDING OUT,0.18590816136828406
west springs,2018,Break & Enter - Commercial,10,10758.0,WEST,BUILDING OUT,0.9295408068414204
west springs,2018,Break & Enter - Dwelling,27,10758.0,WEST,BUILDING OUT,2.5097601784718346
west springs,2018,Break & Enter - Other Premises,2,10758.0,WEST,BUILDING OUT,0.18590816136828406
west springs,2018,Street Robbery,3,10758.0,WEST,BUILDING OUT,0.2788622420524261
west springs,2018,Theft FROM Vehicle,37,10758.0,WEST,BUILDING OUT,3.4393009853132552
west springs,2018,Theft OF Vehicle,18,10758.0,WEST,BUILDING OUT,1.6731734523145567
west springs,2018,Violence  'Other' (Non-domestic),10,10758.0,WEST,BUILDING OUT,0.9295408068414204
west springs,2019,Assault (Non-domestic),7,10758.0,WEST,BUILDING OUT,0.6506785647889942
west springs,2019,Break & Enter - Commercial,8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2019,Break & Enter - Dwelling,30,10758.0,WEST,BUILDING OUT,2.788622420524261
west springs,2019,Break & Enter - Other Premises,3,10758.0,WEST,BUILDING OUT,0.2788622420524261
west springs,2019,Commercial Robbery,1,10758.0,WEST,BUILDING OUT,0.09295408068414203
west springs,2019,Theft FROM Vehicle,39,10758.0,WEST,BUILDING OUT,3.6252091466815393
west springs,2019,Theft OF Vehicle,16,10758.0,WEST,BUILDING OUT,1.4872652909462725
west springs,2019,Violence  'Other' (Non-domestic),5,10758.0,WEST,BUILDING OUT,0.4647704034207102
west springs,2020,Assault (Non-domestic),4,10758.0,WEST,BUILDING OUT,0.3718163227365681
west springs,2020,Break & Enter - Commercial,13,10758.0,WEST,BUILDING OUT,1.2084030488938464
west springs,2020,Break & Enter - Dwelling,23,10758.0,WEST,BUILDING OUT,2.1379438557352666
west springs,2020,Break & Enter - Other Premises,2,10758.0,WEST,BUILDING OUT,0.18590816136828406
west springs,2020,Street Robbery,4,10758.0,WEST,BUILDING OUT,0.3718163227365681
west springs,2020,Theft FROM Vehicle,50,10758.0,WEST,BUILDING OUT,4.647704034207101
west springs,2020,Theft OF Vehicle,8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2020,Violence  'Other' (Non-domestic),8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2021,Assault (Non-domestic),8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2021,Break & Enter - Commercial,9,10758.0,WEST,BUILDING OUT,0.8365867261572784
west springs,2021,Break & Enter - Dwelling,16,10758.0,WEST,BUILDING OUT,1.4872652909462725
west springs,2021,Break & Enter - Other Premises,2,10758.0,WEST,BUILDING OUT,0.18590816136828406
west springs,2021,Commercial Robbery,1,10758.0,WEST,BUILDING OUT,0.09295408068414203
west springs,2021,Street Robbery,8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2021,Theft FROM Vehicle,27,10758.0,WEST,BUILDING OUT,2.5097601784718346
west springs,2021,Theft OF Vehicle,6,10758.0,WEST,BUILDING OUT,0.5577244841048522
west springs,2021,Violence  'Other' (Non-domestic),10,10758.0,WEST,BUILDING OUT,0.9295408068414204
west springs,2022,Assault (Non-domestic),12,10758.0,WEST,BUILDING OUT,1.1154489682097044
west springs,2022,Break & Enter - Commercial,12,10758.0,WEST,BUILDING OUT,1.1154489682097044
west springs,2022,Break & Enter - Dwelling,11,10758.0,WEST,BUILDING OUT,1.0224948875255624
west springs,2022,Break & Enter - Other Premises,4,10758.0,WEST,BUILDING OUT,0.3718163227365681
west springs,2022,Street Robbery,4,10758.0,WEST,BUILDING OUT,0.3718163227365681
west springs,2022,Theft FROM Vehicle,33,10758.0,WEST,BUILDING OUT,3.067484662576687
west springs,2022,Theft OF Vehicle,11,10758.0,WEST,BUILDING OUT,1.0224948875255624
west springs,2022,Violence  'Other' (Non-domestic),6,10758.0,WEST,BUILDING OUT,0.5577244841048522
west springs,2023,Assault (Non-domestic),8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2023,Break & Enter - Commercial,13,10758.0,WEST,BUILDING OUT,1.2084030488938464
west springs,2023,Break & Enter - Dwelling,8,10758.0,WEST,BUILDING OUT,0.7436326454731362
west springs,2023,Commercial Robbery,1,10758.0,WEST,BUILDING OUT,0.09295408068414203
west springs,2023,Street Robbery,1,10758.0,WEST,BUILDING OUT,0.09295408068414203
west springs,2023,Theft FROM Vehicle,20,10758.0,WEST,BUILDING OUT,1.8590816136828408
west springs,2023,Theft OF Vehicle,10,10758.0,WEST,BUILDING OUT,0.9295408068414204
west springs,2023,Violence  'Other' (Non-domestic),9,10758.0,WEST,BUILDING OUT,0.8365867261572784
west springs,2024,Assault (Non-domestic),3,10758.0,WEST,BUILDING OUT,0.2788622420524261
west springs,2024,Break & Enter - Commercial,6,10758.0,WEST,BUILDING OUT,0.5577244841048522
west springs,2024,Break & Enter - Dwelling,9,10758.0,WEST,BUILDING OUT,0.8365867261572784
west springs,2024,Street Robbery,3,10758.0,WEST,BUILDING OUT,0.2788622420524261
west springs,2024,Theft FROM Vehicle,11,10758.0,WEST,BUILDING OUT,1.0224948875255624
west springs,2024,Theft OF Vehicle,9,10758.0,WEST,BUILDING OUT,0.8365867261572784
west springs,2024,Violence  'Other' (Non-domestic),14,10758.0,WEST,BUILDING OUT,1.3013571295779884
westgate,2018,Assault (Non-domestic),8,3202.0,WEST,1950s,2.4984384759525295
westgate,2018,Break & Enter - Commercial,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2018,Break & Enter - Dwelling,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2018,Break & Enter - Other Premises,15,3202.0,WEST,1950s,4.684572142410993
westgate,2018,Commercial Robbery,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2018,Street Robbery,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2018,Theft FROM Vehicle,18,3202.0,WEST,1950s,5.621486570893191
westgate,2018,Theft OF Vehicle,12,3202.0,WEST,1950s,3.7476577139287945
westgate,2018,Violence  'Other' (Non-domestic),3,3202.0,WEST,1950s,0.9369144284821986
westgate,2019,Assault (Non-domestic),4,3202.0,WEST,1950s,1.2492192379762648
westgate,2019,Break & Enter - Commercial,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2019,Break & Enter - Dwelling,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2019,Break & Enter - Other Premises,8,3202.0,WEST,1950s,2.4984384759525295
westgate,2019,Theft FROM Vehicle,23,3202.0,WEST,1950s,7.1830106183635225
westgate,2019,Theft OF Vehicle,9,3202.0,WEST,1950s,2.8107432854465957
westgate,2020,Assault (Non-domestic),6,3202.0,WEST,1950s,1.8738288569643973
westgate,2020,Break & Enter - Commercial,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2020,Break & Enter - Dwelling,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2020,Break & Enter - Other Premises,9,3202.0,WEST,1950s,2.8107432854465957
westgate,2020,Street Robbery,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2020,Theft FROM Vehicle,17,3202.0,WEST,1950s,5.309181761399126
westgate,2020,Theft OF Vehicle,7,3202.0,WEST,1950s,2.1861336664584634
westgate,2020,Violence  'Other' (Non-domestic),8,3202.0,WEST,1950s,2.4984384759525295
westgate,2021,Assault (Non-domestic),6,3202.0,WEST,1950s,1.8738288569643973
westgate,2021,Break & Enter - Commercial,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2021,Break & Enter - Dwelling,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2021,Break & Enter - Other Premises,6,3202.0,WEST,1950s,1.8738288569643973
westgate,2021,Commercial Robbery,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2021,Street Robbery,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2021,Theft FROM Vehicle,16,3202.0,WEST,1950s,4.996876951905059
westgate,2021,Theft OF Vehicle,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2021,Violence  'Other' (Non-domestic),3,3202.0,WEST,1950s,0.9369144284821986
westgate,2022,Assault (Non-domestic),3,3202.0,WEST,1950s,0.9369144284821986
westgate,2022,Break & Enter - Commercial,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2022,Break & Enter - Dwelling,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2022,Break & Enter - Other Premises,6,3202.0,WEST,1950s,1.8738288569643973
westgate,2022,Theft FROM Vehicle,20,3202.0,WEST,1950s,6.246096189881324
westgate,2022,Theft OF Vehicle,10,3202.0,WEST,1950s,3.123048094940662
westgate,2022,Violence  'Other' (Non-domestic),5,3202.0,WEST,1950s,1.561524047470331
westgate,2023,Assault (Non-domestic),8,3202.0,WEST,1950s,2.4984384759525295
westgate,2023,Break & Enter - Commercial,6,3202.0,WEST,1950s,1.8738288569643973
westgate,2023,Break & Enter - Dwelling,4,3202.0,WEST,1950s,1.2492192379762648
westgate,2023,Break & Enter - Other Premises,2,3202.0,WEST,1950s,0.6246096189881324
westgate,2023,Theft FROM Vehicle,6,3202.0,WEST,1950s,1.8738288569643973
westgate,2023,Theft OF Vehicle,10,3202.0,WEST,1950s,3.123048094940662
westgate,2023,Violence  'Other' (Non-domestic),9,3202.0,WEST,1950s,2.8107432854465957
westgate,2024,Assault (Non-domestic),4,3202.0,WEST,1950s,1.2492192379762648
westgate,2024,Break & Enter - Commercial,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2024,Break & Enter - Dwelling,1,3202.0,WEST,1950s,0.3123048094940662
westgate,2024,Break & Enter - Other Premises,3,3202.0,WEST,1950s,0.9369144284821986
westgate,2024,Theft FROM Vehicle,21,3202.0,WEST,1950s,6.55840099937539
westgate,2024,Theft OF Vehicle,4,3202.0,WEST,1950s,1.2492192379762648
westgate,2024,Violence  'Other' (Non-domestic),4,3202.0,WEST,1950s,1.2492192379762648
westwinds,2018,Assault (Non-domestic),25,,,,
westwinds,2018,Break & Enter - Commercial,22,,,,
westwinds,2018,Break & Enter - Other Premises,1,,,,
westwinds,2018,Commercial Robbery,3,,,,
westwinds,2018,Street Robbery,17,,,,
westwinds,2018,Theft FROM Vehicle,49,,,,
westwinds,2018,Theft OF Vehicle,49,,,,
westwinds,2018,Violence  'Other' (Non-domestic),15,,,,
westwinds,2019,Assault (Non-domestic),31,,,,
westwinds,2019,Break & Enter - Commercial,23,,,,
westwinds,2019,Commercial Robbery,2,,,,
westwinds,2019,Street Robbery,6,,,,
westwinds,2019,Theft FROM Vehicle,47,,,,
westwinds,2019,Theft OF Vehicle,53,,,,
westwinds,2019,Violence  'Other' (Non-domestic),15,,,,
westwinds,2020,Assault (Non-domestic),23,,,,
westwinds,2020,Break & Enter - Commercial,28,,,,
westwinds,2020,Break & Enter - Dwelling,1,,,,
westwinds,2020,Break & Enter - Other Premises,2,,,,
westwinds,2020,Commercial Robbery,4,,,,
westwinds,2020,Street Robbery,3,,,,
westwinds,2020,Theft FROM Vehicle,57,,,,
westwinds,2020,Theft OF Vehicle,26,,,,
westwinds,2020,Violence  'Other' (Non-domestic),31,,,,
westwinds,2021,Assault (Non-domestic),36,,,,
westwinds,2021,Break & Enter - Commercial,63,,,,
westwinds,2021,Break & Enter - Other Premises,1,,,,
westwinds,2021,Commercial Robbery,8,,,,
westwinds,2021,Theft FROM Vehicle,43,,,,
westwinds,2021,Theft OF Vehicle,43,,,,
westwinds,2021,Violence  'Other' (Non-domestic),27,,,,
westwinds,2022,Assault (Non-domestic),25,,,,
westwinds,2022,Break & Enter - Commercial,46,,,,
westwinds,2022,Break & Enter - Dwelling,3,,,,
westwinds,2022,Break & Enter - Other Premises,1,,,,
westwinds,2022,Commercial Robbery,5,,,,
westwinds,2022,Street Robbery,7,,,,
westwinds,2022,Theft FROM Vehicle,45,,,,
westwinds,2022,Theft OF Vehicle,36,,,,
westwinds,2022,Violence  'Other' (Non-domestic),17,,,,
westwinds,2023,Assault (Non-domestic),46,,,,
westwinds,2023,Break & Enter - Commercial,41,,,,
westwinds,2023,Break & Enter - Dwelling,1,,,,
westwinds,2023,Break & Enter - Other Premises,2,,,,
westwinds,2023,Commercial Robbery,2,,,,
westwinds,2023,Street Robbery,7,,,,
westwinds,2023,Theft FROM Vehicle,41,,,,
westwinds,2023,Theft OF Vehicle,25,,,,
westwinds,2023,Violence  'Other' (Non-domestic),13,,,,
westwinds,2024,Assault (Non-domestic),36,,,,
westwinds,2024,Break & Enter - Commercial,27,,,,
westwinds,2024,Commercial Robbery,2,,,,
westwinds,2024,Street Robbery,8,,,,
westwinds,2024,Theft FROM Vehicle,18,,,,
westwinds,2024,Theft OF Vehicle,24,,,,
westwinds,2024,Violence  'Other' (Non-domestic),12,,,,
whitehorn,2018,Assault (Non-domestic),31,12019.0,NORTHEAST,1960s/1970s,2.5792495215908144
whitehorn,2018,Break & Enter - Commercial,9,12019.0,NORTHEAST,1960s/1970s,0.7488143772360429
whitehorn,2018,Break & Enter - Dwelling,34,12019.0,NORTHEAST,1960s/1970s,2.828854314002829
whitehorn,2018,Break & Enter - Other Premises,28,12019.0,NORTHEAST,1960s/1970s,2.3296447291788005
whitehorn,2018,Commercial Robbery,5,12019.0,NORTHEAST,1960s/1970s,0.4160079873533572
whitehorn,2018,Street Robbery,12,12019.0,NORTHEAST,1960s/1970s,0.9984191696480573
whitehorn,2018,Theft FROM Vehicle,145,12019.0,NORTHEAST,1960s/1970s,12.06423163324736
whitehorn,2018,Theft OF Vehicle,92,12019.0,NORTHEAST,1960s/1970s,7.654546967301773
whitehorn,2018,Violence  'Other' (Non-domestic),12,12019.0,NORTHEAST,1960s/1970s,0.9984191696480573
whitehorn,2019,Assault (Non-domestic),32,12019.0,NORTHEAST,1960s/1970s,2.662451119061486
whitehorn,2019,Break & Enter - Commercial,8,12019.0,NORTHEAST,1960s/1970s,0.6656127797653715
whitehorn,2019,Break & Enter - Dwelling,35,12019.0,NORTHEAST,1960s/1970s,2.9120559114735003
whitehorn,2019,Break & Enter - Other Premises,33,12019.0,NORTHEAST,1960s/1970s,2.7456527165321574
whitehorn,2019,Commercial Robbery,1,12019.0,NORTHEAST,1960s/1970s,0.08320159747067143
whitehorn,2019,Street Robbery,10,12019.0,NORTHEAST,1960s/1970s,0.8320159747067144
whitehorn,2019,Theft FROM Vehicle,117,12019.0,NORTHEAST,1960s/1970s,9.734586904068557
whitehorn,2019,Theft OF Vehicle,70,12019.0,NORTHEAST,1960s/1970s,5.824111822947001
whitehorn,2019,Violence  'Other' (Non-domestic),13,12019.0,NORTHEAST,1960s/1970s,1.0816207671187288
whitehorn,2020,Assault (Non-domestic),33,12019.0,NORTHEAST,1960s/1970s,2.7456527165321574
whitehorn,2020,Break & Enter - Commercial,13,12019.0,NORTHEAST,1960s/1970s,1.0816207671187288
whitehorn,2020,Break & Enter - Dwelling,20,12019.0,NORTHEAST,1960s/1970s,1.6640319494134288
whitehorn,2020,Break & Enter - Other Premises,36,12019.0,NORTHEAST,1960s/1970s,2.9952575089441718
whitehorn,2020,Commercial Robbery,8,12019.0,NORTHEAST,1960s/1970s,0.6656127797653715
whitehorn,2020,Street Robbery,5,12019.0,NORTHEAST,1960s/1970s,0.4160079873533572
whitehorn,2020,Theft FROM Vehicle,102,12019.0,NORTHEAST,1960s/1970s,8.486562942008486
whitehorn,2020,Theft OF Vehicle,61,12019.0,NORTHEAST,1960s/1970s,5.075297445710958
