community_code,year,crime_type,crime_count,population,occupied_dwellings,persons_per_unit,sector,comm_structure,crime_rate_per_1000
SOUTHWOOD,2018,Theft FROM Vehicle,73,,,,,,
SOUTHWOOD,2018,Theft OF Vehicle,32,,,,,,
SOUTHWOOD,2018,Violence  'Other' (Non-domestic),11,,,,,,
SOUTHWOOD,2019,Assault (Non-domestic),23,,,,,,
SOUTHWOOD,2019,Break & Enter - Commercial,17,,,,,,
SOUTHWOOD,2019,Break & Enter - Dwelling,6,,,,,,
SOUTHWOOD,2019,Break & Enter - Other Premises,23,,,,,,
SOUTHWOOD,2019,Commercial Robbery,7,,,,,,
SOUTHWOOD,2019,Street Robbery,7,,,,,,
SOUTHWOOD,2019,Theft FROM Vehicle,98,,,,,,
SOUTHWOOD,2019,Theft OF Vehicle,50,,,,,,
SOUTHWOOD,2019,Violence  'Other' (Non-domestic),17,,,,,,
SOUTHWOOD,2020,Assault (Non-domestic),26,,,,,,
SOUTHWOOD,2020,Break & Enter - Commercial,8,,,,,,
SOUTHWOOD,2020,Break & Enter - Dwelling,5,,,,,,
SOUTHWOOD,2020,Break & Enter - Other Premises,12,,,,,,
SOUTHWOOD,2020,Commercial Robbery,5,,,,,,
SOUTHWOOD,2020,Street Robbery,4,,,,,,
SOUTHWOOD,2020,Theft FROM Vehicle,79,,,,,,
SOUTHWOOD,2020,Theft OF Vehicle,22,,,,,,
SOUTHWOOD,2020,Violence  'Other' (Non-domestic),15,,,,,,
SOUTHWOOD,2021,Assault (Non-domestic),26,,,,,,
SOUTHWOOD,2021,Break & Enter - Commercial,14,,,,,,
SOUTHWOOD,2021,Break & Enter - Dwelling,5,,,,,,
SOUTHWOOD,2021,Break & Enter - Other Premises,35,,,,,,
SOUTHWOOD,2021,Commercial Robbery,2,,,,,,
SOUTHWOOD,2021,Street Robbery,6,,,,,,
SOUTHWOOD,2021,Theft FROM Vehicle,82,,,,,,
SOUTHWOOD,2021,Theft OF Vehicle,28,,,,,,
SOUTHWOOD,2021,Violence  'Other' (Non-domestic),14,,,,,,
SOUTHWOOD,2022,Assault (Non-domestic),22,,,,,,
SOUTHWOOD,2022,Break & Enter - Commercial,24,,,,,,
SOUTHWOOD,2022,Break & Enter - Dwelling,18,,,,,,
SOUTHWOOD,2022,Break & Enter - Other Premises,23,,,,,,
SOUTHWOOD,2022,Commercial Robbery,1,,,,,,
SOUTHWOOD,2022,Street Robbery,5,,,,,,
SOUTHWOOD,2022,Theft FROM Vehicle,112,,,,,,
SOUTHWOOD,2022,Theft OF Vehicle,38,,,,,,
SOUTHWOOD,2022,Violence  'Other' (Non-domestic),13,,,,,,
SOUTHWOOD,2023,Assault (Non-domestic),50,,,,,,
SOUTHWOOD,2023,Break & Enter - Commercial,13,,,,,,
SOUTHWOOD,2023,Break & Enter - Dwelling,7,,,,,,
SOUTHWOOD,2023,Break & Enter - Other Premises,14,,,,,,
SOUTHWOOD,2023,Commercial Robbery,4,,,,,,
SOUTHWOOD,2023,Street Robbery,9,,,,,,
SOUTHWOOD,2023,Theft FROM Vehicle,132,,,,,,
SOUTHWOOD,2023,Theft OF Vehicle,36,,,,,,
SOUTHWOOD,2023,Violence  'Other' (Non-domestic),18,,,,,,
SOUTHWOOD,2024,Assault (Non-domestic),32,,,,,,
SOUTHWOOD,2024,Break & Enter - Commercial,7,,,,,,
SOUTHWOOD,2024,Break & Enter - Dwelling,3,,,,,,
SOUTHWOOD,2024,Break & Enter - Other Premises,10,,,,,,
SOUTHWOOD,2024,Commercial Robbery,5,,,,,,
SOUTHWOOD,2024,Street Robbery,8,,,,,,
SOUTHWOOD,2024,Theft FROM Vehicle,22,,,,,,
SOUTHWOOD,2024,Theft OF Vehicle,18,,,,,,
SOUTHWOOD,2024,Violence  'Other' (Non-domestic),13,,,,,,
SPRINGBANK HILL,2018,Assault (Non-domestic),13,,,,,,
SPRINGBANK HILL,2018,Break & Enter - Commercial,21,,,,,,
SPRINGBANK HILL,2018,Break & Enter - Dwelling,41,,,,,,
SPRINGBANK HILL,2018,Break & Enter - Other Premises,2,,,,,,
SPRINGBANK HILL,2018,Commercial Robbery,1,,,,,,
SPRINGBANK HILL,2018,Street Robbery,4,,,,,,
SPRINGBANK HILL,2018,Theft FROM Vehicle,26,,,,,,
SPRINGBANK HILL,2018,Theft OF Vehicle,16,,,,,,
SPRINGBANK HILL,2018,Violence  'Other' (Non-domestic),15,,,,,,
SPRINGBANK HILL,2019,Assault (Non-domestic),6,,,,,,
SPRINGBANK HILL,2019,Break & Enter - Commercial,13,,,,,,
SPRINGBANK HILL,2019,Break & Enter - Dwelling,26,,,,,,
SPRINGBANK HILL,2019,Break & Enter - Other Premises,3,,,,,,
SPRINGBANK HILL,2019,Theft FROM Vehicle,46,,,,,,
SPRINGBANK HILL,2019,Theft OF Vehicle,11,,,,,,
SPRINGBANK HILL,2019,Violence  'Other' (Non-domestic),11,,,,,,
SPRINGBANK HILL,2020,Assault (Non-domestic),4,,,,,,
SPRINGBANK HILL,2020,Break & Enter - Commercial,13,,,,,,
SPRINGBANK HILL,2020,Break & Enter - Dwelling,18,,,,,,
SPRINGBANK HILL,2020,Break & Enter - Other Premises,1,,,,,,
SPRINGBANK HILL,2020,Commercial Robbery,1,,,,,,
SPRINGBANK HILL,2020,Theft FROM Vehicle,39,,,,,,
SPRINGBANK HILL,2020,Theft OF Vehicle,10,,,,,,
SPRINGBANK HILL,2020,Violence  'Other' (Non-domestic),8,,,,,,
SPRINGBANK HILL,2021,Assault (Non-domestic),3,,,,,,
SPRINGBANK HILL,2021,Break & Enter - Commercial,5,,,,,,
SPRINGBANK HILL,2021,Break & Enter - Dwelling,15,,,,,,
SPRINGBANK HILL,2021,Break & Enter - Other Premises,2,,,,,,
SPRINGBANK HILL,2021,Street Robbery,2,,,,,,
SPRINGBANK HILL,2021,Theft FROM Vehicle,27,,,,,,
SPRINGBANK HILL,2021,Theft OF Vehicle,6,,,,,,
SPRINGBANK HILL,2021,Violence  'Other' (Non-domestic),6,,,,,,
SPRINGBANK HILL,2022,Assault (Non-domestic),5,,,,,,
SPRINGBANK HILL,2022,Break & Enter - Commercial,10,,,,,,
SPRINGBANK HILL,2022,Break & Enter - Dwelling,11,,,,,,
SPRINGBANK HILL,2022,Break & Enter - Other Premises,1,,,,,,
SPRINGBANK HILL,2022,Commercial Robbery,1,,,,,,
SPRINGBANK HILL,2022,Theft FROM Vehicle,23,,,,,,
SPRINGBANK HILL,2022,Theft OF Vehicle,5,,,,,,
SPRINGBANK HILL,2022,Violence  'Other' (Non-domestic),9,,,,,,
SPRINGBANK HILL,2023,Assault (Non-domestic),7,,,,,,
SPRINGBANK HILL,2023,Break & Enter - Commercial,3,,,,,,
SPRINGBANK HILL,2023,Break & Enter - Dwelling,20,,,,,,
SPRINGBANK HILL,2023,Break & Enter - Other Premises,1,,,,,,
SPRINGBANK HILL,2023,Commercial Robbery,1,,,,,,
SPRINGBANK HILL,2023,Street Robbery,1,,,,,,
SPRINGBANK HILL,2023,Theft FROM Vehicle,23,,,,,,
SPRINGBANK HILL,2023,Theft OF Vehicle,11,,,,,,
SPRINGBANK HILL,2023,Violence  'Other' (Non-domestic),14,,,,,,
SPRINGBANK HILL,2024,Assault (Non-domestic),6,,,,,,
SPRINGBANK HILL,2024,Break & Enter - Commercial,9,,,,,,
SPRINGBANK HILL,2024,Break & Enter - Dwelling,13,,,,,,
SPRINGBANK HILL,2024,Break & Enter - Other Premises,2,,,,,,
SPRINGBANK HILL,2024,Street Robbery,3,,,,,,
SPRINGBANK HILL,2024,Theft FROM Vehicle,21,,,,,,
SPRINGBANK HILL,2024,Theft OF Vehicle,7,,,,,,
SPRINGBANK HILL,2024,Violence  'Other' (Non-domestic),11,,,,,,
SPRUCE CLIFF,2018,Assault (Non-domestic),7,,,,,,
SPRUCE CLIFF,2018,Break & Enter - Commercial,31,,,,,,
SPRUCE CLIFF,2018,Break & Enter - Dwelling,3,,,,,,
SPRUCE CLIFF,2018,Break & Enter - Other Premises,5,,,,,,
SPRUCE CLIFF,2018,Commercial Robbery,2,,,,,,
SPRUCE CLIFF,2018,Street Robbery,2,,,,,,
SPRUCE CLIFF,2018,Theft FROM Vehicle,22,,,,,,
SPRUCE CLIFF,2018,Theft OF Vehicle,8,,,,,,
SPRUCE CLIFF,2018,Violence  'Other' (Non-domestic),9,,,,,,
SPRUCE CLIFF,2019,Assault (Non-domestic),9,,,,,,
SPRUCE CLIFF,2019,Break & Enter - Commercial,33,,,,,,
SPRUCE CLIFF,2019,Break & Enter - Dwelling,9,,,,,,
SPRUCE CLIFF,2019,Break & Enter - Other Premises,6,,,,,,
SPRUCE CLIFF,2019,Commercial Robbery,2,,,,,,
SPRUCE CLIFF,2019,Street Robbery,4,,,,,,
SPRUCE CLIFF,2019,Theft FROM Vehicle,29,,,,,,
SPRUCE CLIFF,2019,Theft OF Vehicle,15,,,,,,
SPRUCE CLIFF,2019,Violence  'Other' (Non-domestic),12,,,,,,
SPRUCE CLIFF,2020,Assault (Non-domestic),7,,,,,,
SPRUCE CLIFF,2020,Break & Enter - Commercial,12,,,,,,
SPRUCE CLIFF,2020,Break & Enter - Dwelling,8,,,,,,
SPRUCE CLIFF,2020,Break & Enter - Other Premises,5,,,,,,
SPRUCE CLIFF,2020,Commercial Robbery,1,,,,,,
SPRUCE CLIFF,2020,Street Robbery,4,,,,,,
SPRUCE CLIFF,2020,Theft FROM Vehicle,26,,,,,,
SPRUCE CLIFF,2020,Theft OF Vehicle,18,,,,,,
SPRUCE CLIFF,2020,Violence  'Other' (Non-domestic),11,,,,,,
SPRUCE CLIFF,2021,Assault (Non-domestic),6,,,,,,
SPRUCE CLIFF,2021,Break & Enter - Commercial,11,,,,,,
SPRUCE CLIFF,2021,Break & Enter - Dwelling,3,,,,,,
SPRUCE CLIFF,2021,Break & Enter - Other Premises,3,,,,,,
SPRUCE CLIFF,2021,Street Robbery,8,,,,,,
SPRUCE CLIFF,2021,Theft FROM Vehicle,27,,,,,,
SPRUCE CLIFF,2021,Theft OF Vehicle,11,,,,,,
SPRUCE CLIFF,2021,Violence  'Other' (Non-domestic),3,,,,,,
SPRUCE CLIFF,2022,Assault (Non-domestic),6,,,,,,
SPRUCE CLIFF,2022,Break & Enter - Commercial,4,,,,,,
SPRUCE CLIFF,2022,Break & Enter - Dwelling,2,,,,,,
SPRUCE CLIFF,2022,Break & Enter - Other Premises,7,,,,,,
SPRUCE CLIFF,2022,Commercial Robbery,1,,,,,,
SPRUCE CLIFF,2022,Street Robbery,2,,,,,,
SPRUCE CLIFF,2022,Theft FROM Vehicle,21,,,,,,
SPRUCE CLIFF,2022,Theft OF Vehicle,11,,,,,,
SPRUCE CLIFF,2022,Violence  'Other' (Non-domestic),9,,,,,,
SPRUCE CLIFF,2023,Assault (Non-domestic),9,,,,,,
SPRUCE CLIFF,2023,Break & Enter - Commercial,5,,,,,,
SPRUCE CLIFF,2023,Break & Enter - Dwelling,3,,,,,,
SPRUCE CLIFF,2023,Break & Enter - Other Premises,10,,,,,,
SPRUCE CLIFF,2023,Commercial Robbery,2,,,,,,
SPRUCE CLIFF,2023,Street Robbery,1,,,,,,
SPRUCE CLIFF,2023,Theft FROM Vehicle,22,,,,,,
SPRUCE CLIFF,2023,Theft OF Vehicle,11,,,,,,
SPRUCE CLIFF,2023,Violence  'Other' (Non-domestic),6,,,,,,
SPRUCE CLIFF,2024,Assault (Non-domestic),10,,,,,,
SPRUCE CLIFF,2024,Break & Enter - Commercial,2,,,,,,
SPRUCE CLIFF,2024,Break & Enter - Dwelling,3,,,,,,
SPRUCE CLIFF,2024,Break & Enter - Other Premises,4,,,,,,
SPRUCE CLIFF,2024,Commercial Robbery,1,,,,,,
SPRUCE CLIFF,2024,Theft FROM Vehicle,13,,,,,,
SPRUCE CLIFF,2024,Theft OF Vehicle,4,,,,,,
SPRUCE CLIFF,2024,Violence  'Other' (Non-domestic),3,,,,,,
ST. ANDREWS HEIGHTS,2018,Assault (Non-domestic),27,,,,,,
ST. ANDREWS HEIGHTS,2018,Break & Enter - Commercial,4,,,,,,
ST. ANDREWS HEIGHTS,2018,Break & Enter - Dwelling,3,,,,,,
ST. ANDREWS HEIGHTS,2018,Break & Enter - Other Premises,7,,,,,,
ST. ANDREWS HEIGHTS,2018,Theft FROM Vehicle,22,,,,,,
ST. ANDREWS HEIGHTS,2018,Theft OF Vehicle,9,,,,,,
ST. ANDREWS HEIGHTS,2018,Violence  'Other' (Non-domestic),12,,,,,,
ST. ANDREWS HEIGHTS,2019,Assault (Non-domestic),34,,,,,,
ST. ANDREWS HEIGHTS,2019,Break & Enter - Commercial,6,,,,,,
ST. ANDREWS HEIGHTS,2019,Break & Enter - Dwelling,4,,,,,,
ST. ANDREWS HEIGHTS,2019,Break & Enter - Other Premises,4,,,,,,
ST. ANDREWS HEIGHTS,2019,Theft FROM Vehicle,21,,,,,,
ST. ANDREWS HEIGHTS,2019,Theft OF Vehicle,9,,,,,,
ST. ANDREWS HEIGHTS,2019,Violence  'Other' (Non-domestic),9,,,,,,
ST. ANDREWS HEIGHTS,2020,Assault (Non-domestic),28,,,,,,
ST. ANDREWS HEIGHTS,2020,Break & Enter - Commercial,3,,,,,,
ST. ANDREWS HEIGHTS,2020,Break & Enter - Dwelling,3,,,,,,
ST. ANDREWS HEIGHTS,2020,Break & Enter - Other Premises,11,,,,,,
ST. ANDREWS HEIGHTS,2020,Street Robbery,1,,,,,,
ST. ANDREWS HEIGHTS,2020,Theft FROM Vehicle,39,,,,,,
ST. ANDREWS HEIGHTS,2020,Theft OF Vehicle,4,,,,,,
ST. ANDREWS HEIGHTS,2020,Violence  'Other' (Non-domestic),9,,,,,,
ST. ANDREWS HEIGHTS,2021,Assault (Non-domestic),30,,,,,,
ST. ANDREWS HEIGHTS,2021,Break & Enter - Commercial,9,,,,,,
ST. ANDREWS HEIGHTS,2021,Break & Enter - Dwelling,5,,,,,,
ST. ANDREWS HEIGHTS,2021,Break & Enter - Other Premises,7,,,,,,
ST. ANDREWS HEIGHTS,2021,Street Robbery,1,,,,,,
ST. ANDREWS HEIGHTS,2021,Theft FROM Vehicle,28,,,,,,
ST. ANDREWS HEIGHTS,2021,Theft OF Vehicle,13,,,,,,
ST. ANDREWS HEIGHTS,2021,Violence  'Other' (Non-domestic),20,,,,,,
ST. ANDREWS HEIGHTS,2022,Assault (Non-domestic),35,,,,,,
ST. ANDREWS HEIGHTS,2022,Break & Enter - Commercial,7,,,,,,
ST. ANDREWS HEIGHTS,2022,Break & Enter - Dwelling,1,,,,,,
ST. ANDREWS HEIGHTS,2022,Break & Enter - Other Premises,8,,,,,,
ST. ANDREWS HEIGHTS,2022,Theft FROM Vehicle,19,,,,,,
ST. ANDREWS HEIGHTS,2022,Theft OF Vehicle,12,,,,,,
ST. ANDREWS HEIGHTS,2022,Violence  'Other' (Non-domestic),13,,,,,,
ST. ANDREWS HEIGHTS,2023,Assault (Non-domestic),48,,,,,,
ST. ANDREWS HEIGHTS,2023,Break & Enter - Commercial,4,,,,,,
ST. ANDREWS HEIGHTS,2023,Break & Enter - Dwelling,1,,,,,,
ST. ANDREWS HEIGHTS,2023,Break & Enter - Other Premises,6,,,,,,
ST. ANDREWS HEIGHTS,2023,Street Robbery,2,,,,,,
ST. ANDREWS HEIGHTS,2023,Theft FROM Vehicle,14,,,,,,
ST. ANDREWS HEIGHTS,2023,Theft OF Vehicle,8,,,,,,
ST. ANDREWS HEIGHTS,2023,Violence  'Other' (Non-domestic),13,,,,,,
ST. ANDREWS HEIGHTS,2024,Assault (Non-domestic),47,,,,,,
ST. ANDREWS HEIGHTS,2024,Break & Enter - Commercial,4,,,,,,
ST. ANDREWS HEIGHTS,2024,Break & Enter - Dwelling,2,,,,,,
ST. ANDREWS HEIGHTS,2024,Break & Enter - Other Premises,3,,,,,,
ST. ANDREWS HEIGHTS,2024,Theft FROM Vehicle,13,,,,,,
ST. ANDREWS HEIGHTS,2024,Theft OF Vehicle,7,,,,,,
ST. ANDREWS HEIGHTS,2024,Violence  'Other' (Non-domestic),13,,,,,,
STARFIELD,2018,Assault (Non-domestic),2,,,,,,
STARFIELD,2018,Break & Enter - Commercial,18,,,,,,
STARFIELD,2018,Break & Enter - Dwelling,1,,,,,,
STARFIELD,2018,Theft FROM Vehicle,15,,,,,,
STARFIELD,2018,Theft OF Vehicle,13,,,,,,
STARFIELD,2018,Violence  'Other' (Non-domestic),1,,,,,,
STARFIELD,2019,Assault (Non-domestic),1,,,,,,
STARFIELD,2019,Break & Enter - Commercial,14,,,,,,
STARFIELD,2019,Theft FROM Vehicle,17,,,,,,
STARFIELD,2019,Theft OF Vehicle,8,,,,,,
STARFIELD,2020,Break & Enter - Commercial,6,,,,,,
STARFIELD,2020,Theft FROM Vehicle,9,,,,,,
STARFIELD,2020,Theft OF Vehicle,5,,,,,,
STARFIELD,2021,Assault (Non-domestic),1,,,,,,
STARFIELD,2021,Break & Enter - Commercial,6,,,,,,
STARFIELD,2021,Break & Enter - Dwelling,1,,,,,,
STARFIELD,2021,Break & Enter - Other Premises,1,,,,,,
STARFIELD,2021,Theft FROM Vehicle,13,,,,,,
STARFIELD,2021,Theft OF Vehicle,13,,,,,,
STARFIELD,2022,Assault (Non-domestic),1,,,,,,
STARFIELD,2022,Break & Enter - Commercial,9,,,,,,
STARFIELD,2022,Theft FROM Vehicle,14,,,,,,
STARFIELD,2022,Theft OF Vehicle,8,,,,,,
STARFIELD,2023,Break & Enter - Commercial,11,,,,,,
STARFIELD,2023,Break & Enter - Other Premises,1,,,,,,
STARFIELD,2023,Theft FROM Vehicle,12,,,,,,
STARFIELD,2023,Theft OF Vehicle,8,,,,,,
STARFIELD,2024,Break & Enter - Commercial,12,,,,,,
STARFIELD,2024,Street Robbery,1,,,,,,
STARFIELD,2024,Theft FROM Vehicle,6,,,,,,
STARFIELD,2024,Theft OF Vehicle,8,,,,,,
STARFIELD,2024,Violence  'Other' (Non-domestic),1,,,,,,
STONEGATE LANDING,2018,Assault (Non-domestic),2,,,,,,
STONEGATE LANDING,2018,Break & Enter - Commercial,8,,,,,,
STONEGATE LANDING,2018,Theft FROM Vehicle,4,,,,,,
STONEGATE LANDING,2018,Theft OF Vehicle,7,,,,,,
STONEGATE LANDING,2019,Break & Enter - Commercial,8,,,,,,
STONEGATE LANDING,2019,Theft FROM Vehicle,3,,,,,,
STONEGATE LANDING,2019,Theft OF Vehicle,5,,,,,,
STONEGATE LANDING,2020,Assault (Non-domestic),1,,,,,,
STONEGATE LANDING,2020,Break & Enter - Commercial,7,,,,,,
STONEGATE LANDING,2020,Theft FROM Vehicle,4,,,,,,
STONEGATE LANDING,2020,Theft OF Vehicle,3,,,,,,
STONEGATE LANDING,2020,Violence  'Other' (Non-domestic),2,,,,,,
STONEGATE LANDING,2021,Assault (Non-domestic),3,,,,,,
STONEGATE LANDING,2021,Break & Enter - Commercial,1,,,,,,
STONEGATE LANDING,2021,Theft FROM Vehicle,11,,,,,,
STONEGATE LANDING,2021,Theft OF Vehicle,12,,,,,,
STONEGATE LANDING,2021,Violence  'Other' (Non-domestic),2,,,,,,
STONEGATE LANDING,2022,Assault (Non-domestic),2,,,,,,
STONEGATE LANDING,2022,Break & Enter - Commercial,3,,,,,,
STONEGATE LANDING,2022,Theft FROM Vehicle,9,,,,,,
STONEGATE LANDING,2022,Theft OF Vehicle,12,,,,,,
STONEGATE LANDING,2022,Violence  'Other' (Non-domestic),1,,,,,,
STONEGATE LANDING,2023,Assault (Non-domestic),2,,,,,,
STONEGATE LANDING,2023,Break & Enter - Commercial,4,,,,,,
STONEGATE LANDING,2023,Street Robbery,1,,,,,,
STONEGATE LANDING,2023,Theft FROM Vehicle,8,,,,,,
STONEGATE LANDING,2023,Theft OF Vehicle,10,,,,,,
STONEGATE LANDING,2023,Violence  'Other' (Non-domestic),1,,,,,,
STONEGATE LANDING,2024,Assault (Non-domestic),1,,,,,,
STONEGATE LANDING,2024,Break & Enter - Commercial,2,,,,,,
STONEGATE LANDING,2024,Theft FROM Vehicle,5,,,,,,
STONEGATE LANDING,2024,Theft OF Vehicle,16,,,,,,
STONEGATE LANDING,2024,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 1,2018,Assault (Non-domestic),3,,,,,,
STONEY 1,2018,Break & Enter - Commercial,9,,,,,,
STONEY 1,2018,Theft FROM Vehicle,7,,,,,,
STONEY 1,2018,Theft OF Vehicle,8,,,,,,
STONEY 1,2019,Assault (Non-domestic),2,,,,,,
STONEY 1,2019,Break & Enter - Commercial,14,,,,,,
STONEY 1,2019,Theft FROM Vehicle,9,,,,,,
STONEY 1,2019,Theft OF Vehicle,2,,,,,,
STONEY 1,2020,Assault (Non-domestic),2,,,,,,
STONEY 1,2020,Break & Enter - Commercial,14,,,,,,
STONEY 1,2020,Theft FROM Vehicle,14,,,,,,
STONEY 1,2020,Theft OF Vehicle,8,,,,,,
STONEY 1,2020,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 1,2021,Assault (Non-domestic),2,,,,,,
STONEY 1,2021,Break & Enter - Commercial,6,,,,,,
STONEY 1,2021,Theft FROM Vehicle,5,,,,,,
STONEY 1,2021,Theft OF Vehicle,5,,,,,,
STONEY 1,2022,Assault (Non-domestic),5,,,,,,
STONEY 1,2022,Break & Enter - Commercial,8,,,,,,
STONEY 1,2022,Break & Enter - Dwelling,1,,,,,,
STONEY 1,2022,Street Robbery,1,,,,,,
STONEY 1,2022,Theft FROM Vehicle,20,,,,,,
STONEY 1,2022,Theft OF Vehicle,10,,,,,,
STONEY 1,2022,Violence  'Other' (Non-domestic),2,,,,,,
STONEY 1,2023,Assault (Non-domestic),5,,,,,,
STONEY 1,2023,Break & Enter - Commercial,8,,,,,,
STONEY 1,2023,Theft FROM Vehicle,11,,,,,,
STONEY 1,2023,Theft OF Vehicle,5,,,,,,
STONEY 1,2024,Assault (Non-domestic),5,,,,,,
STONEY 1,2024,Break & Enter - Commercial,9,,,,,,
STONEY 1,2024,Theft FROM Vehicle,5,,,,,,
STONEY 1,2024,Theft OF Vehicle,2,,,,,,
STONEY 2,2018,Assault (Non-domestic),6,,,,,,
STONEY 2,2018,Break & Enter - Commercial,11,,,,,,
STONEY 2,2018,Break & Enter - Other Premises,1,,,,,,
STONEY 2,2018,Theft FROM Vehicle,56,,,,,,
STONEY 2,2018,Theft OF Vehicle,29,,,,,,
STONEY 2,2018,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 2,2019,Assault (Non-domestic),4,,,,,,
STONEY 2,2019,Break & Enter - Commercial,5,,,,,,
STONEY 2,2019,Break & Enter - Other Premises,1,,,,,,
STONEY 2,2019,Theft FROM Vehicle,68,,,,,,
STONEY 2,2019,Theft OF Vehicle,42,,,,,,
STONEY 2,2019,Violence  'Other' (Non-domestic),4,,,,,,
STONEY 2,2020,Assault (Non-domestic),5,,,,,,
STONEY 2,2020,Break & Enter - Commercial,5,,,,,,
STONEY 2,2020,Street Robbery,2,,,,,,
STONEY 2,2020,Theft FROM Vehicle,62,,,,,,
STONEY 2,2020,Theft OF Vehicle,20,,,,,,
STONEY 2,2020,Violence  'Other' (Non-domestic),4,,,,,,
STONEY 2,2021,Assault (Non-domestic),2,,,,,,
STONEY 2,2021,Break & Enter - Commercial,2,,,,,,
STONEY 2,2021,Break & Enter - Dwelling,3,,,,,,
STONEY 2,2021,Theft FROM Vehicle,40,,,,,,
STONEY 2,2021,Theft OF Vehicle,29,,,,,,
STONEY 2,2021,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 2,2022,Assault (Non-domestic),1,,,,,,
STONEY 2,2022,Break & Enter - Commercial,2,,,,,,
STONEY 2,2022,Break & Enter - Dwelling,1,,,,,,
STONEY 2,2022,Break & Enter - Other Premises,1,,,,,,
STONEY 2,2022,Theft FROM Vehicle,81,,,,,,
STONEY 2,2022,Theft OF Vehicle,62,,,,,,
STONEY 2,2022,Violence  'Other' (Non-domestic),6,,,,,,
STONEY 2,2023,Assault (Non-domestic),9,,,,,,
STONEY 2,2023,Break & Enter - Commercial,7,,,,,,
STONEY 2,2023,Break & Enter - Dwelling,3,,,,,,
STONEY 2,2023,Break & Enter - Other Premises,1,,,,,,
STONEY 2,2023,Commercial Robbery,1,,,,,,
STONEY 2,2023,Theft FROM Vehicle,79,,,,,,
STONEY 2,2023,Theft OF Vehicle,54,,,,,,
STONEY 2,2023,Violence  'Other' (Non-domestic),3,,,,,,
STONEY 2,2024,Assault (Non-domestic),8,,,,,,
STONEY 2,2024,Break & Enter - Commercial,8,,,,,,
STONEY 2,2024,Theft FROM Vehicle,40,,,,,,
STONEY 2,2024,Theft OF Vehicle,34,,,,,,
STONEY 2,2024,Violence  'Other' (Non-domestic),2,,,,,,
STONEY 3,2018,Assault (Non-domestic),1,,,,,,
STONEY 3,2018,Break & Enter - Commercial,3,,,,,,
STONEY 3,2018,Theft FROM Vehicle,3,,,,,,
STONEY 3,2018,Theft OF Vehicle,2,,,,,,
STONEY 3,2018,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 3,2019,Break & Enter - Commercial,7,,,,,,
STONEY 3,2019,Commercial Robbery,2,,,,,,
STONEY 3,2019,Theft FROM Vehicle,6,,,,,,
STONEY 3,2019,Theft OF Vehicle,3,,,,,,
STONEY 3,2020,Assault (Non-domestic),1,,,,,,
STONEY 3,2020,Break & Enter - Commercial,12,,,,,,
STONEY 3,2020,Break & Enter - Other Premises,1,,,,,,
STONEY 3,2020,Theft FROM Vehicle,10,,,,,,
STONEY 3,2020,Theft OF Vehicle,12,,,,,,
STONEY 3,2021,Assault (Non-domestic),2,,,,,,
STONEY 3,2021,Break & Enter - Commercial,20,,,,,,
STONEY 3,2021,Commercial Robbery,2,,,,,,
STONEY 3,2021,Theft FROM Vehicle,15,,,,,,
STONEY 3,2021,Theft OF Vehicle,10,,,,,,
STONEY 3,2021,Violence  'Other' (Non-domestic),2,,,,,,
STONEY 3,2022,Assault (Non-domestic),4,,,,,,
STONEY 3,2022,Break & Enter - Commercial,17,,,,,,
STONEY 3,2022,Break & Enter - Other Premises,1,,,,,,
STONEY 3,2022,Commercial Robbery,1,,,,,,
STONEY 3,2022,Theft FROM Vehicle,10,,,,,,
STONEY 3,2022,Theft OF Vehicle,9,,,,,,
STONEY 3,2022,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 3,2023,Assault (Non-domestic),7,,,,,,
STONEY 3,2023,Break & Enter - Commercial,25,,,,,,
STONEY 3,2023,Street Robbery,1,,,,,,
STONEY 3,2023,Theft FROM Vehicle,9,,,,,,
STONEY 3,2023,Theft OF Vehicle,7,,,,,,
STONEY 3,2023,Violence  'Other' (Non-domestic),2,,,,,,
STONEY 3,2024,Assault (Non-domestic),2,,,,,,
STONEY 3,2024,Break & Enter - Commercial,16,,,,,,
STONEY 3,2024,Break & Enter - Dwelling,1,,,,,,
STONEY 3,2024,Theft FROM Vehicle,10,,,,,,
STONEY 3,2024,Theft OF Vehicle,9,,,,,,
STONEY 3,2024,Violence  'Other' (Non-domestic),2,,,,,,
STONEY 4,2018,Break & Enter - Commercial,12,,,,,,
STONEY 4,2018,Theft OF Vehicle,2,,,,,,
STONEY 4,2019,Break & Enter - Commercial,10,,,,,,
STONEY 4,2019,Theft FROM Vehicle,1,,,,,,
STONEY 4,2019,Theft OF Vehicle,2,,,,,,
STONEY 4,2020,Break & Enter - Commercial,2,,,,,,
STONEY 4,2020,Break & Enter - Other Premises,1,,,,,,
STONEY 4,2020,Theft FROM Vehicle,1,,,,,,
STONEY 4,2020,Theft OF Vehicle,1,,,,,,
STONEY 4,2020,Violence  'Other' (Non-domestic),1,,,,,,
STONEY 4,2021,Break & Enter - Commercial,6,,,,,,
